,ID,campo,lst_v,cod_list,reg,E_Brent,opex_pc,capex_pb,Oil,Gas_Prod,Gross_Fluid,Water_Injected,Producer_Well,Water_Injection_Well,total_opex,Perforacion,Facilidades,Abandono,total_capex,VPN_Total,volumen_T_LE_p,Payout
210,210,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,35,0.9,0.9,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,235326.7029,188967.2256,22377.096,465322.5802,-130677.3889,28572.177708,25.0
211,211,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,40,0.9,0.9,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,235326.7029,188967.2256,22377.096,465322.5802,-130677.3889,28572.177708,25.0
212,212,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,45,0.9,0.9,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,235326.7029,188967.2256,22377.096,465322.5802,-130677.3889,28572.177708,25.0
213,213,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,50,0.9,0.9,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,235326.7029,188967.2256,22377.096,465322.5802,-130677.3889,28572.177708,25.0
214,214,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,55,0.9,0.9,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,235326.7029,188967.2256,22377.096,465322.5802,-130677.3889,28572.177708,25.0
215,215,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,60,0.9,0.9,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,235326.7029,188967.2256,22377.096,465322.5802,-130677.3889,28572.177708,25.0
216,216,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,25,0.9,0.9,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,235326.7029,188967.2256,22377.096,465322.5802,-130677.3889,28572.177708,25.0
217,217,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,30,0.9,0.9,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,235326.7029,188967.2256,22377.096,465322.5802,-130677.3889,28572.177708,25.0
218,218,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,35,0.9,0.9,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,235326.7029,188967.2256,22377.096,465322.5802,-130677.3889,28572.177708,25.0
219,219,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,40,0.9,0.9,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,235326.7029,188967.2256,22377.096,465322.5802,-130677.3889,28572.177708,25.0
220,220,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,45,0.9,0.9,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,235326.7029,188967.2256,22377.096,465322.5802,-130677.3889,28572.177708,25.0
221,221,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,50,0.9,0.9,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,235326.7029,188967.2256,22377.096,465322.5802,-130677.3889,28572.177708,25.0
222,222,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,55,0.9,0.9,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,235326.7029,188967.2256,22377.096,465322.5802,-130677.3889,28572.177708,25.0
223,223,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,60,0.9,0.9,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,235326.7029,188967.2256,22377.096,465322.5802,-130677.3889,28572.177708,25.0
224,224,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,25,0.9,0.8,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,209179.2915,167970.8672,19890.752,413620.0712,-102873.3332,28572.177708,23.0
225,225,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,30,0.9,0.8,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,209179.2915,167970.8672,19890.752,413620.0712,-102873.3332,28572.177708,23.0
226,226,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,35,0.9,0.8,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,209179.2915,167970.8672,19890.752,413620.0712,-102873.3332,28572.177708,23.0
227,227,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,40,0.9,0.8,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,209179.2915,167970.8672,19890.752,413620.0712,-102873.3332,28572.177708,23.0
228,228,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,45,0.9,0.8,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,209179.2915,167970.8672,19890.752,413620.0712,-102873.3332,28572.177708,23.0
229,229,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,50,0.9,0.8,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,209179.2915,167970.8672,19890.752,413620.0712,-102873.3332,28572.177708,23.0
230,230,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,55,0.9,0.8,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,209179.2915,167970.8672,19890.752,413620.0712,-102873.3332,28572.177708,23.0
231,231,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,60,0.9,0.8,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,209179.2915,167970.8672,19890.752,413620.0712,-102873.3332,28572.177708,23.0
232,232,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,25,0.9,0.8,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,209179.2915,167970.8672,19890.752,413620.0712,-102873.3332,28572.177708,23.0
233,233,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,30,0.9,0.8,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,209179.2915,167970.8672,19890.752,413620.0712,-102873.3332,28572.177708,23.0
234,234,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,35,0.9,0.8,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,209179.2915,167970.8672,19890.752,413620.0712,-102873.3332,28572.177708,23.0
235,235,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,40,0.9,0.8,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,209179.2915,167970.8672,19890.752,413620.0712,-102873.3332,28572.177708,23.0
236,236,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,45,0.9,0.8,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,209179.2915,167970.8672,19890.752,413620.0712,-102873.3332,28572.177708,23.0
237,237,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,50,0.9,0.8,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,209179.2915,167970.8672,19890.752,413620.0712,-102873.3332,28572.177708,23.0
238,238,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,55,0.9,0.8,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,209179.2915,167970.8672,19890.752,413620.0712,-102873.3332,28572.177708,23.0
239,239,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,60,0.9,0.8,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,209179.2915,167970.8672,19890.752,413620.0712,-102873.3332,28572.177708,23.0
240,240,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,25,0.8,1,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,261474.1144,209963.584,24863.44,517025.0891,-152686.1295,28572.177708,26.0
241,241,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,30,0.8,1,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,261474.1144,209963.584,24863.44,517025.0891,-152686.1295,28572.177708,26.0
242,242,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,35,0.8,1,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,261474.1144,209963.584,24863.44,517025.0891,-152686.1295,28572.177708,26.0
243,243,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,40,0.8,1,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,261474.1144,209963.584,24863.44,517025.0891,-152686.1295,28572.177708,26.0
244,244,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,45,0.8,1,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,261474.1144,209963.584,24863.44,517025.0891,-152686.1295,28572.177708,26.0
245,245,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,50,0.8,1,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,261474.1144,209963.584,24863.44,517025.0891,-152686.1295,28572.177708,26.0
246,246,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,55,0.8,1,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,261474.1144,209963.584,24863.44,517025.0891,-152686.1295,28572.177708,26.0
247,247,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,60,0.8,1,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,261474.1144,209963.584,24863.44,517025.0891,-152686.1295,28572.177708,26.0
248,248,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,25,0.8,1,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,261474.1144,209963.584,24863.44,517025.0891,-152686.1295,28572.177708,26.0
249,249,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,30,0.8,1,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,261474.1144,209963.584,24863.44,517025.0891,-152686.1295,28572.177708,26.0
250,250,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,35,0.8,1,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,261474.1144,209963.584,24863.44,517025.0891,-152686.1295,28572.177708,26.0
251,251,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,40,0.8,1,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,261474.1144,209963.584,24863.44,517025.0891,-152686.1295,28572.177708,26.0
252,252,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,45,0.8,1,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,261474.1144,209963.584,24863.44,517025.0891,-152686.1295,28572.177708,26.0
253,253,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,50,0.8,1,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,261474.1144,209963.584,24863.44,517025.0891,-152686.1295,28572.177708,26.0
254,254,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,55,0.8,1,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,261474.1144,209963.584,24863.44,517025.0891,-152686.1295,28572.177708,26.0
255,255,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,60,0.8,1,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,261474.1144,209963.584,24863.44,517025.0891,-152686.1295,28572.177708,26.0
256,256,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,25,0.8,0.9,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,235326.7029,188967.2256,22377.096,465322.5802,-124882.0738,28572.177708,24.0
257,257,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,30,0.8,0.9,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,235326.7029,188967.2256,22377.096,465322.5802,-124882.0738,28572.177708,24.0
258,258,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,35,0.8,0.9,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,235326.7029,188967.2256,22377.096,465322.5802,-124882.0738,28572.177708,24.0
259,259,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,40,0.8,0.9,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,235326.7029,188967.2256,22377.096,465322.5802,-124882.0738,28572.177708,24.0
260,260,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,45,0.8,0.9,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,235326.7029,188967.2256,22377.096,465322.5802,-124882.0738,28572.177708,24.0
261,261,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,50,0.8,0.9,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,235326.7029,188967.2256,22377.096,465322.5802,-124882.0738,28572.177708,24.0
262,262,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,55,0.8,0.9,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,235326.7029,188967.2256,22377.096,465322.5802,-124882.0738,28572.177708,24.0
263,263,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,60,0.8,0.9,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,235326.7029,188967.2256,22377.096,465322.5802,-124882.0738,28572.177708,24.0
264,264,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,25,0.8,0.9,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,235326.7029,188967.2256,22377.096,465322.5802,-124882.0738,28572.177708,24.0
265,265,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,30,0.8,0.9,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,235326.7029,188967.2256,22377.096,465322.5802,-124882.0738,28572.177708,24.0
266,266,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,35,0.8,0.9,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,235326.7029,188967.2256,22377.096,465322.5802,-124882.0738,28572.177708,24.0
267,267,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,40,0.8,0.9,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,235326.7029,188967.2256,22377.096,465322.5802,-124882.0738,28572.177708,24.0
268,268,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,45,0.8,0.9,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,235326.7029,188967.2256,22377.096,465322.5802,-124882.0738,28572.177708,24.0
269,269,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,50,0.8,0.9,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,235326.7029,188967.2256,22377.096,465322.5802,-124882.0738,28572.177708,24.0
270,270,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,55,0.8,0.9,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,235326.7029,188967.2256,22377.096,465322.5802,-124882.0738,28572.177708,24.0
271,271,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,60,0.8,0.9,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,235326.7029,188967.2256,22377.096,465322.5802,-124882.0738,28572.177708,24.0
272,272,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,25,0.8,0.8,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,209179.2915,167970.8672,19890.752,413620.0712,-97091.1634,28572.177708,22.0
273,273,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,30,0.8,0.8,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,209179.2915,167970.8672,19890.752,413620.0712,-97091.1634,28572.177708,22.0
274,274,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,35,0.8,0.8,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,209179.2915,167970.8672,19890.752,413620.0712,-97091.1634,28572.177708,22.0
275,275,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,40,0.8,0.8,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,209179.2915,167970.8672,19890.752,413620.0712,-97091.1634,28572.177708,22.0
276,276,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,45,0.8,0.8,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,209179.2915,167970.8672,19890.752,413620.0712,-97091.1634,28572.177708,22.0
277,277,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,50,0.8,0.8,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,209179.2915,167970.8672,19890.752,413620.0712,-97091.1634,28572.177708,22.0
278,278,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,55,0.8,0.8,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,209179.2915,167970.8672,19890.752,413620.0712,-97091.1634,28572.177708,22.0
279,279,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,60,0.8,0.8,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,209179.2915,167970.8672,19890.752,413620.0712,-97091.1634,28572.177708,22.0
280,280,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,25,0.8,0.8,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,209179.2915,167970.8672,19890.752,413620.0712,-97091.1634,28572.177708,22.0
281,281,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,30,0.8,0.8,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,209179.2915,167970.8672,19890.752,413620.0712,-97091.1634,28572.177708,22.0
282,282,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,35,0.8,0.8,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,209179.2915,167970.8672,19890.752,413620.0712,-97091.1634,28572.177708,22.0
283,283,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,40,0.8,0.8,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,209179.2915,167970.8672,19890.752,413620.0712,-97091.1634,28572.177708,22.0
284,284,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,45,0.8,0.8,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,209179.2915,167970.8672,19890.752,413620.0712,-97091.1634,28572.177708,22.0
285,285,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,50,0.8,0.8,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,209179.2915,167970.8672,19890.752,413620.0712,-97091.1634,28572.177708,22.0
286,286,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,55,0.8,0.8,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,209179.2915,167970.8672,19890.752,413620.0712,-97091.1634,28572.177708,22.0
287,287,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,60,0.8,0.8,21738.9123,0,32257.6879,275030.8098,1517.3143,100.0947,330644.819,209179.2915,167970.8672,19890.752,413620.0712,-97091.1634,28572.177708,22.0
288,288,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,25,1,1,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,362426.6333,268586.5701,16179.712,681415.2904,-220146.3046,51377.81110400001,25.0
289,289,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,30,1,1,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,362426.6333,268586.5701,16179.712,681415.2904,-220146.3046,51377.81110400001,25.0
290,290,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,35,1,1,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,362426.6333,268586.5701,16179.712,681415.2904,-220146.3046,51377.81110400001,25.0
291,291,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,40,1,1,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,362426.6333,268586.5701,16179.712,681415.2904,-220146.3046,51377.81110400001,25.0
292,292,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,45,1,1,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,362426.6333,268586.5701,16179.712,681415.2904,-220146.3046,51377.81110400001,25.0
293,293,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,50,1,1,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,362426.6333,268586.5701,16179.712,681415.2904,-220146.3046,51377.81110400001,25.0
294,294,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,55,1,1,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,362426.6333,268586.5701,16179.712,681415.2904,-220146.3046,51377.81110400001,25.0
295,295,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,60,1,1,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,362426.6333,268586.5701,16179.712,681415.2904,-220146.3046,51377.81110400001,25.0
296,296,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,25,1,1,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,362426.6333,268586.5701,16179.712,681415.2904,-185801.1984,57643.39782400001,23.0
297,297,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,30,1,1,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,362426.6333,268586.5701,16179.712,681415.2904,-185801.1984,57643.39782400001,23.0
298,298,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,35,1,1,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,362426.6333,268586.5701,16179.712,681415.2904,-185801.1984,57643.39782400001,23.0
299,299,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,40,1,1,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,362426.6333,268586.5701,16179.712,681415.2904,-185801.1984,57643.39782400001,23.0
300,300,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,45,1,1,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,362426.6333,268586.5701,16179.712,681415.2904,-185801.1984,57643.39782400001,23.0
301,301,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,50,1,1,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,362426.6333,268586.5701,16179.712,681415.2904,-185801.1984,57643.39782400001,23.0
302,302,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,55,1,1,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,362426.6333,268586.5701,16179.712,681415.2904,-185801.1984,57643.39782400001,23.0
303,303,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,60,1,1,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,362426.6333,268586.5701,16179.712,681415.2904,-185801.1984,57643.39782400001,23.0
304,304,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,25,1,0.9,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,326183.9699,241727.9131,14561.7408,613273.7614,-179022.2324,51377.81110400001,23.0
305,305,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,30,1,0.9,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,326183.9699,241727.9131,14561.7408,613273.7614,-179022.2324,51377.81110400001,23.0
306,306,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,35,1,0.9,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,326183.9699,241727.9131,14561.7408,613273.7614,-179022.2324,51377.81110400001,23.0
307,307,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,40,1,0.9,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,326183.9699,241727.9131,14561.7408,613273.7614,-179022.2324,51377.81110400001,23.0
308,308,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,45,1,0.9,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,326183.9699,241727.9131,14561.7408,613273.7614,-179022.2324,51377.81110400001,23.0
309,309,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,50,1,0.9,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,326183.9699,241727.9131,14561.7408,613273.7614,-179022.2324,51377.81110400001,23.0
310,310,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,55,1,0.9,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,326183.9699,241727.9131,14561.7408,613273.7614,-179022.2324,51377.81110400001,23.0
311,311,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,60,1,0.9,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,326183.9699,241727.9131,14561.7408,613273.7614,-179022.2324,51377.81110400001,23.0
312,312,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,25,1,0.9,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,326183.9699,241727.9131,14561.7408,613273.7614,-144677.1262,57643.39782400001,21.0
313,313,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,30,1,0.9,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,326183.9699,241727.9131,14561.7408,613273.7614,-144677.1262,57643.39782400001,21.0
314,314,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,35,1,0.9,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,326183.9699,241727.9131,14561.7408,613273.7614,-144677.1262,57643.39782400001,21.0
315,315,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,40,1,0.9,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,326183.9699,241727.9131,14561.7408,613273.7614,-144677.1262,57643.39782400001,21.0
316,316,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,45,1,0.9,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,326183.9699,241727.9131,14561.7408,613273.7614,-144677.1262,57643.39782400001,21.0
317,317,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,50,1,0.9,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,326183.9699,241727.9131,14561.7408,613273.7614,-144677.1262,57643.39782400001,21.0
318,318,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,55,1,0.9,54821.8963,0,67291.3728,536663.4798,1734.0735,114.3939,660625.2163,326183.9699,241727.9131,14561.7408,613273.7614,-144677.1262,57643.39782400001,21.0
