,ID,campo,lst_v,cod_list,reg,E_Brent,opex_pc,capex_pb,Oil,Gas_Prod,Gross_Fluid,Water_Injected,Producer_Well,Water_Injection_Well,total_opex,Perforacion,Facilidades,Abandono,total_capex,VPN_Total,volumen_T_LE_p,Payout
101,101,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,50,0.8,1,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,2139956.2967,1929512.1164,90793.948,4310596.3608,-1726007.1052,100936.80076874809,50.0
102,102,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,55,0.8,1,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,2139956.2967,1929512.1164,90793.948,4310596.3608,-1726007.1052,100936.80076874809,50.0
103,103,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,60,0.8,1,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,2139956.2967,1929512.1164,90793.948,4310596.3608,-1726007.1052,100936.80076874809,50.0
104,104,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,25,0.8,1,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,2139956.2967,1929512.1164,90793.948,4310596.3608,-1586714.1591,116468.91313474,50.0
105,105,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,30,0.8,1,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,2139956.2967,1929512.1164,90793.948,4310596.3608,-1586714.1591,116468.91313474,50.0
106,106,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,35,0.8,1,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,2139956.2967,1929512.1164,90793.948,4310596.3608,-1586714.1591,116468.91313474,50.0
107,107,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,40,0.8,1,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,2139956.2967,1929512.1164,90793.948,4310596.3608,-1586714.1591,116468.91313474,50.0
108,108,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,45,0.8,1,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,2139956.2967,1929512.1164,90793.948,4310596.3608,-1586714.1591,116468.91313474,50.0
109,109,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,50,0.8,1,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,2139956.2967,1929512.1164,90793.948,4310596.3608,-1586714.1591,116468.91313474,50.0
110,110,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,55,0.8,1,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,2139956.2967,1929512.1164,90793.948,4310596.3608,-1586714.1591,116468.91313474,50.0
111,111,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,60,0.8,1,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,2139956.2967,1929512.1164,90793.948,4310596.3608,-1586714.1591,116468.91313474,50.0
112,112,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,25,0.8,0.9,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1925960.667,1736560.9048,81714.5532,3879536.7247,-1508957.3129,100936.80076874809,50.0
113,113,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,30,0.8,0.9,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1925960.667,1736560.9048,81714.5532,3879536.7247,-1508957.3129,100936.80076874809,50.0
114,114,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,35,0.8,0.9,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1925960.667,1736560.9048,81714.5532,3879536.7247,-1508957.3129,100936.80076874809,50.0
115,115,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,40,0.8,0.9,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1925960.667,1736560.9048,81714.5532,3879536.7247,-1508957.3129,100936.80076874809,50.0
116,116,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,45,0.8,0.9,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1925960.667,1736560.9048,81714.5532,3879536.7247,-1508957.3129,100936.80076874809,50.0
117,117,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,50,0.8,0.9,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1925960.667,1736560.9048,81714.5532,3879536.7247,-1508957.3129,100936.80076874809,50.0
118,118,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,55,0.8,0.9,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1925960.667,1736560.9048,81714.5532,3879536.7247,-1508957.3129,100936.80076874809,50.0
119,119,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,60,0.8,0.9,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1925960.667,1736560.9048,81714.5532,3879536.7247,-1508957.3129,100936.80076874809,50.0
120,120,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,25,0.8,0.9,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1925960.667,1736560.9048,81714.5532,3879536.7247,-1372141.2243,116468.91313474,50.0
121,121,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,30,0.8,0.9,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1925960.667,1736560.9048,81714.5532,3879536.7247,-1372141.2243,116468.91313474,50.0
122,122,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,35,0.8,0.9,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1925960.667,1736560.9048,81714.5532,3879536.7247,-1372141.2243,116468.91313474,50.0
123,123,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,40,0.8,0.9,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1925960.667,1736560.9048,81714.5532,3879536.7247,-1372141.2243,116468.91313474,50.0
124,124,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,45,0.8,0.9,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1925960.667,1736560.9048,81714.5532,3879536.7247,-1372141.2243,116468.91313474,50.0
125,125,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,50,0.8,0.9,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1925960.667,1736560.9048,81714.5532,3879536.7247,-1372141.2243,116468.91313474,50.0
126,126,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,55,0.8,0.9,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1925960.667,1736560.9048,81714.5532,3879536.7247,-1372141.2243,116468.91313474,50.0
127,127,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,60,0.8,0.9,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1925960.667,1736560.9048,81714.5532,3879536.7247,-1372141.2243,116468.91313474,50.0
128,128,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,25,0.8,0.8,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1711965.0373,1543609.6932,72635.1584,3448477.0887,-1293113.8818,100936.80076874809,50.0
129,129,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,30,0.8,0.8,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1711965.0373,1543609.6932,72635.1584,3448477.0887,-1293113.8818,100936.80076874809,50.0
130,130,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,35,0.8,0.8,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1711965.0373,1543609.6932,72635.1584,3448477.0887,-1293113.8818,100936.80076874809,50.0
131,131,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,40,0.8,0.8,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1711965.0373,1543609.6932,72635.1584,3448477.0887,-1293113.8818,100936.80076874809,50.0
132,132,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,45,0.8,0.8,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1711965.0373,1543609.6932,72635.1584,3448477.0887,-1293113.8818,100936.80076874809,50.0
133,133,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,50,0.8,0.8,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1711965.0373,1543609.6932,72635.1584,3448477.0887,-1293113.8818,100936.80076874809,50.0
134,134,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,55,0.8,0.8,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1711965.0373,1543609.6932,72635.1584,3448477.0887,-1293113.8818,100936.80076874809,50.0
135,135,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,0,60,0.8,0.8,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1711965.0373,1543609.6932,72635.1584,3448477.0887,-1293113.8818,100936.80076874809,50.0
136,136,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,25,0.8,0.8,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1711965.0373,1543609.6932,72635.1584,3448477.0887,-1159488.1023,116468.91313474,50.0
137,137,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,30,0.8,0.8,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1711965.0373,1543609.6932,72635.1584,3448477.0887,-1159488.1023,116468.91313474,50.0
138,138,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,35,0.8,0.8,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1711965.0373,1543609.6932,72635.1584,3448477.0887,-1159488.1023,116468.91313474,50.0
139,139,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,40,0.8,0.8,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1711965.0373,1543609.6932,72635.1584,3448477.0887,-1159488.1023,116468.91313474,50.0
140,140,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,45,0.8,0.8,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1711965.0373,1543609.6932,72635.1584,3448477.0887,-1159488.1023,116468.91313474,50.0
141,141,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,50,0.8,0.8,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1711965.0373,1543609.6932,72635.1584,3448477.0887,-1159488.1023,116468.91313474,50.0
142,142,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,55,0.8,0.8,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1711965.0373,1543609.6932,72635.1584,3448477.0887,-1159488.1023,116468.91313474,50.0
143,143,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,60,0.8,0.8,59441.7202,0,436498.5206,2046831.9641,9475.6643,606.8476,2552854.7167,1711965.0373,1543609.6932,72635.1584,3448477.0887,-1159488.1023,116468.91313474,50.0
144,144,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,25,1,1,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,261474.1144,209963.584,24863.44,517025.0891,-164276.7597,28572.177708,28.0
145,145,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,30,1,1,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,261474.1144,209963.584,24863.44,517025.0891,-164276.7597,28572.177708,28.0
146,146,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,35,1,1,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,261474.1144,209963.584,24863.44,517025.0891,-164276.7597,28572.177708,28.0
147,147,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,40,1,1,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,261474.1144,209963.584,24863.44,517025.0891,-164276.7597,28572.177708,28.0
148,148,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,45,1,1,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,261474.1144,209963.584,24863.44,517025.0891,-164276.7597,28572.177708,28.0
149,149,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,50,1,1,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,261474.1144,209963.584,24863.44,517025.0891,-164276.7597,28572.177708,28.0
150,150,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,55,1,1,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,261474.1144,209963.584,24863.44,517025.0891,-164276.7597,28572.177708,28.0
151,151,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,60,1,1,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,261474.1144,209963.584,24863.44,517025.0891,-164276.7597,28572.177708,28.0
152,152,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,25,1,1,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,261474.1144,209963.584,24863.44,517025.0891,-164276.7597,28572.177708,28.0
153,153,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,30,1,1,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,261474.1144,209963.584,24863.44,517025.0891,-164276.7597,28572.177708,28.0
154,154,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,35,1,1,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,261474.1144,209963.584,24863.44,517025.0891,-164276.7597,28572.177708,28.0
155,155,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,40,1,1,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,261474.1144,209963.584,24863.44,517025.0891,-164276.7597,28572.177708,28.0
156,156,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,45,1,1,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,261474.1144,209963.584,24863.44,517025.0891,-164276.7597,28572.177708,28.0
157,157,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,50,1,1,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,261474.1144,209963.584,24863.44,517025.0891,-164276.7597,28572.177708,28.0
158,158,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,55,1,1,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,261474.1144,209963.584,24863.44,517025.0891,-164276.7597,28572.177708,28.0
159,159,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,60,1,1,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,261474.1144,209963.584,24863.44,517025.0891,-164276.7597,28572.177708,28.0
160,160,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,25,1,0.9,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,235326.7029,188967.2256,22377.096,465322.5802,-136472.704,28572.177708,26.0
161,161,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,30,1,0.9,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,235326.7029,188967.2256,22377.096,465322.5802,-136472.704,28572.177708,26.0
162,162,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,35,1,0.9,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,235326.7029,188967.2256,22377.096,465322.5802,-136472.704,28572.177708,26.0
163,163,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,40,1,0.9,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,235326.7029,188967.2256,22377.096,465322.5802,-136472.704,28572.177708,26.0
164,164,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,45,1,0.9,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,235326.7029,188967.2256,22377.096,465322.5802,-136472.704,28572.177708,26.0
165,165,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,50,1,0.9,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,235326.7029,188967.2256,22377.096,465322.5802,-136472.704,28572.177708,26.0
166,166,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,55,1,0.9,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,235326.7029,188967.2256,22377.096,465322.5802,-136472.704,28572.177708,26.0
167,167,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,60,1,0.9,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,235326.7029,188967.2256,22377.096,465322.5802,-136472.704,28572.177708,26.0
168,168,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,25,1,0.9,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,235326.7029,188967.2256,22377.096,465322.5802,-136472.704,28572.177708,26.0
169,169,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,30,1,0.9,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,235326.7029,188967.2256,22377.096,465322.5802,-136472.704,28572.177708,26.0
170,170,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,35,1,0.9,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,235326.7029,188967.2256,22377.096,465322.5802,-136472.704,28572.177708,26.0
171,171,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,40,1,0.9,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,235326.7029,188967.2256,22377.096,465322.5802,-136472.704,28572.177708,26.0
172,172,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,45,1,0.9,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,235326.7029,188967.2256,22377.096,465322.5802,-136472.704,28572.177708,26.0
173,173,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,50,1,0.9,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,235326.7029,188967.2256,22377.096,465322.5802,-136472.704,28572.177708,26.0
174,174,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,55,1,0.9,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,235326.7029,188967.2256,22377.096,465322.5802,-136472.704,28572.177708,26.0
175,175,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,60,1,0.9,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,235326.7029,188967.2256,22377.096,465322.5802,-136472.704,28572.177708,26.0
176,176,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,25,1,0.8,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,209179.2915,167970.8672,19890.752,413620.0712,-108668.6483,28572.177708,23.0
177,177,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,30,1,0.8,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,209179.2915,167970.8672,19890.752,413620.0712,-108668.6483,28572.177708,23.0
178,178,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,35,1,0.8,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,209179.2915,167970.8672,19890.752,413620.0712,-108668.6483,28572.177708,23.0
179,179,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,40,1,0.8,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,209179.2915,167970.8672,19890.752,413620.0712,-108668.6483,28572.177708,23.0
180,180,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,45,1,0.8,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,209179.2915,167970.8672,19890.752,413620.0712,-108668.6483,28572.177708,23.0
181,181,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,50,1,0.8,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,209179.2915,167970.8672,19890.752,413620.0712,-108668.6483,28572.177708,23.0
182,182,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,55,1,0.8,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,209179.2915,167970.8672,19890.752,413620.0712,-108668.6483,28572.177708,23.0
183,183,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,60,1,0.8,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,209179.2915,167970.8672,19890.752,413620.0712,-108668.6483,28572.177708,23.0
184,184,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,25,1,0.8,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,209179.2915,167970.8672,19890.752,413620.0712,-108668.6483,28572.177708,23.0
185,185,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,30,1,0.8,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,209179.2915,167970.8672,19890.752,413620.0712,-108668.6483,28572.177708,23.0
186,186,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,35,1,0.8,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,209179.2915,167970.8672,19890.752,413620.0712,-108668.6483,28572.177708,23.0
187,187,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,40,1,0.8,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,209179.2915,167970.8672,19890.752,413620.0712,-108668.6483,28572.177708,23.0
188,188,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,45,1,0.8,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,209179.2915,167970.8672,19890.752,413620.0712,-108668.6483,28572.177708,23.0
189,189,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,50,1,0.8,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,209179.2915,167970.8672,19890.752,413620.0712,-108668.6483,28572.177708,23.0
190,190,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,55,1,0.8,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,209179.2915,167970.8672,19890.752,413620.0712,-108668.6483,28572.177708,23.0
191,191,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,60,1,0.8,27173.6404,0,40322.1099,343788.5123,1896.6429,125.1183,413306.0238,209179.2915,167970.8672,19890.752,413620.0712,-108668.6483,28572.177708,23.0
192,192,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,25,0.9,1,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,261474.1144,209963.584,24863.44,517025.0891,-158481.4446,28572.177708,27.0
193,193,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,30,0.9,1,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,261474.1144,209963.584,24863.44,517025.0891,-158481.4446,28572.177708,27.0
194,194,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,35,0.9,1,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,261474.1144,209963.584,24863.44,517025.0891,-158481.4446,28572.177708,27.0
195,195,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,40,0.9,1,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,261474.1144,209963.584,24863.44,517025.0891,-158481.4446,28572.177708,27.0
196,196,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,45,0.9,1,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,261474.1144,209963.584,24863.44,517025.0891,-158481.4446,28572.177708,27.0
197,197,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,50,0.9,1,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,261474.1144,209963.584,24863.44,517025.0891,-158481.4446,28572.177708,27.0
198,198,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,55,0.9,1,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,261474.1144,209963.584,24863.44,517025.0891,-158481.4446,28572.177708,27.0
199,199,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,60,0.9,1,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,261474.1144,209963.584,24863.44,517025.0891,-158481.4446,28572.177708,27.0
200,200,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,25,0.9,1,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,261474.1144,209963.584,24863.44,517025.0891,-158481.4446,28572.177708,27.0
201,201,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,30,0.9,1,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,261474.1144,209963.584,24863.44,517025.0891,-158481.4446,28572.177708,27.0
202,202,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,35,0.9,1,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,261474.1144,209963.584,24863.44,517025.0891,-158481.4446,28572.177708,27.0
203,203,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,40,0.9,1,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,261474.1144,209963.584,24863.44,517025.0891,-158481.4446,28572.177708,27.0
204,204,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,45,0.9,1,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,261474.1144,209963.584,24863.44,517025.0891,-158481.4446,28572.177708,27.0
205,205,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,50,0.9,1,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,261474.1144,209963.584,24863.44,517025.0891,-158481.4446,28572.177708,27.0
206,206,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,55,0.9,1,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,261474.1144,209963.584,24863.44,517025.0891,-158481.4446,28572.177708,27.0
207,207,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,60,0.9,1,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,261474.1144,209963.584,24863.44,517025.0891,-158481.4446,28572.177708,27.0
208,208,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,25,0.9,0.9,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,235326.7029,188967.2256,22377.096,465322.5802,-130677.3889,28572.177708,25.0
209,209,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,30,0.9,0.9,24456.2764,0,36289.8989,309409.6611,1706.9786,112.6065,371975.4214,235326.7029,188967.2256,22377.096,465322.5802,-130677.3889,28572.177708,25.0
