,ID,campo,lst_v,cod_list,reg,E_Brent,opex_pc,capex_pb,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
374,374,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,55,0.9,0.8,0,-128844.6149,0,-92897.895,-92897.895,0.0,545132.2323,0,594562.6947,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,9.4873,9.4873,8.4938,8.4938,116213.4006,360409.3339,53887.2636,402104.5409,439.1576,116213.4006,360409.3339,69264.4295,453428.4266,439.1576
375,375,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,60,0.9,0.8,0,-128844.6149,0,-56951.1751,-56951.1751,0.07683054594692557,545132.2323,0,594562.6947,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,9.4873,9.4873,8.4938,8.4938,116213.4006,360409.3339,53887.2636,402104.5409,439.1576,116213.4006,360409.3339,84641.5953,504752.3124,439.1576
376,376,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,25,0.9,0.8,0,-94499.5087,0,-313834.6931,-313834.6931,0.0,545132.2323,0,594562.6947,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,9.4873,9.4873,8.4938,8.4938,116213.4006,360409.3339,68579.2966,451141.68,439.1576,116213.4006,360409.3339,0,163227.199,439.1576
377,377,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,30,0.9,0.8,0,-94499.5087,0,-256933.4832,-256933.4832,0.0,545132.2323,0,594562.6947,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,9.4873,9.4873,8.4938,8.4938,116213.4006,360409.3339,68579.2966,451141.68,439.1576,116213.4006,360409.3339,681.6863,220810.0952,439.1576
378,378,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,35,0.9,0.8,0,-94499.5087,0,-215502.0078,-215502.0078,0.0,545132.2323,0,594562.6947,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,9.4873,9.4873,8.4938,8.4938,116213.4006,360409.3339,68579.2966,451141.68,439.1576,116213.4006,360409.3339,16833.1071,278392.9914,439.1576
379,379,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,40,0.9,0.8,0,-94499.5087,0,-175160.4411,-175160.4411,0.0,545132.2323,0,594562.6947,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,9.4873,9.4873,8.4938,8.4938,116213.4006,360409.3339,68579.2966,451141.68,439.1576,116213.4006,360409.3339,34074.4366,335975.8876,439.1576
380,380,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,45,0.9,0.8,0,-94499.5087,0,-134829.9749,-134829.9749,0.0,545132.2323,0,594562.6947,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,9.4873,9.4873,8.4938,8.4938,116213.4006,360409.3339,68579.2966,451141.68,439.1576,116213.4006,360409.3339,51326.8666,393558.7838,439.1576
381,381,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,50,0.9,0.8,0,-94499.5087,0,-94499.5087,-94499.5087,0.0,545132.2323,0,594562.6947,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,9.4873,9.4873,8.4938,8.4938,116213.4006,360409.3339,68579.2966,451141.68,439.1576,116213.4006,360409.3339,68579.2966,451141.68,439.1576
382,382,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,55,0.9,0.8,0,-94499.5087,0,-54169.0425,-54169.0425,0.08785209047575228,545132.2323,0,594562.6947,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,9.4873,9.4873,8.4938,8.4938,116213.4006,360409.3339,68579.2966,451141.68,439.1576,116213.4006,360409.3339,85831.7266,508724.5762,439.1576
383,383,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,60,0.9,0.8,0,-94499.5087,0,-13849.6217,-13849.6217,0.2476230623459026,545132.2323,0,594562.6947,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,9.4873,9.4873,8.4938,8.4938,116213.4006,360409.3339,68579.2966,451141.68,439.1576,116213.4006,360409.3339,103095.202,566307.4724,439.1576
384,384,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,25,0.8,1,0,-202039.214,0,-408876.3028,-408876.3028,0.0,681415.2904,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,10.6173,10.6173,103300.8005,450511.6674,49782.34,402104.5409,548.9471,103300.8005,450511.6674,0,145485.1121,548.9471
385,385,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,30,0.8,1,0,-202039.214,0,-357552.4171,-357552.4171,0.0,681415.2904,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,10.6173,10.6173,103300.8005,450511.6674,49782.34,402104.5409,548.9471,103300.8005,450511.6674,0,196808.9979,548.9471
386,386,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,35,0.8,1,0,-202039.214,0,-310085.9631,-310085.9631,0.0,681415.2904,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,10.6173,10.6173,103300.8005,450511.6674,49782.34,402104.5409,548.9471,103300.8005,450511.6674,3857.4318,248132.8836,548.9471
387,387,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,40,0.8,1,0,-202039.214,0,-273932.6538,-273932.6538,0.0,681415.2904,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,10.6173,10.6173,103300.8005,450511.6674,49782.34,402104.5409,548.9471,103300.8005,450511.6674,19028.0082,299456.7694,548.9471
388,388,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,45,0.8,1,0,-202039.214,0,-237985.9339,-237985.9339,0.0,681415.2904,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,10.6173,10.6173,103300.8005,450511.6674,49782.34,402104.5409,548.9471,103300.8005,450511.6674,34405.1741,350780.6551,548.9471
389,389,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,50,0.8,1,0,-202039.214,0,-202039.214,-202039.214,0.0,681415.2904,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,10.6173,10.6173,103300.8005,450511.6674,49782.34,402104.5409,548.9471,103300.8005,450511.6674,49782.34,402104.5409,548.9471
390,390,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,55,0.8,1,0,-202039.214,0,-166092.4941,-166092.4941,0.0,681415.2904,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,10.6173,10.6173,103300.8005,450511.6674,49782.34,402104.5409,548.9471,103300.8005,450511.6674,65159.5058,453428.4266,548.9471
391,391,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,60,0.8,1,0,-202039.214,0,-130145.7743,-130145.7743,0.0,681415.2904,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,10.6173,10.6173,103300.8005,450511.6674,49782.34,402104.5409,548.9471,103300.8005,450511.6674,80536.6717,504752.3124,548.9471
392,392,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,25,0.8,1,0,-167694.1079,0,-391134.2159,-391134.2159,0.0,681415.2904,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,10.6173,10.6173,103300.8005,450511.6674,64474.3729,451141.68,548.9471,103300.8005,450511.6674,0,163227.199,548.9471
393,393,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,30,0.8,1,0,-167694.1079,0,-333551.3197,-333551.3197,0.0,681415.2904,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,10.6173,10.6173,103300.8005,450511.6674,64474.3729,451141.68,548.9471,103300.8005,450511.6674,0,220810.0952,548.9471
394,394,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,35,0.8,1,0,-167694.1079,0,-288711.4117,-288711.4117,0.0,681415.2904,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,10.6173,10.6173,103300.8005,450511.6674,64474.3729,451141.68,548.9471,103300.8005,450511.6674,12742.9882,278392.9914,548.9471
395,395,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,40,0.8,1,0,-167694.1079,0,-248355.0403,-248355.0403,0.0,681415.2904,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,10.6173,10.6173,103300.8005,450511.6674,64474.3729,451141.68,548.9471,103300.8005,450511.6674,29969.5129,335975.8876,548.9471
396,396,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,45,0.8,1,0,-167694.1079,0,-208024.5741,-208024.5741,0.0,681415.2904,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,10.6173,10.6173,103300.8005,450511.6674,64474.3729,451141.68,548.9471,103300.8005,450511.6674,47221.9429,393558.7838,548.9471
397,397,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,50,0.8,1,0,-167694.1079,0,-167694.1079,-167694.1079,0.0,681415.2904,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,10.6173,10.6173,103300.8005,450511.6674,64474.3729,451141.68,548.9471,103300.8005,450511.6674,64474.3729,451141.68,548.9471
398,398,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,55,0.8,1,0,-167694.1079,0,-127364.3996,-127364.3996,0.0,681415.2904,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,10.6173,10.6173,103300.8005,450511.6674,64474.3729,451141.68,548.9471,103300.8005,450511.6674,81727.5608,508724.5762,548.9471
399,399,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,60,0.8,1,0,-167694.1079,0,-87049.7609,-87049.7609,0.026516624323350606,681415.2904,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,10.6173,10.6173,103300.8005,450511.6674,64474.3729,451141.68,548.9471,103300.8005,450511.6674,98995.8183,566307.4724,548.9471
400,400,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,25,0.8,0.9,0,-160915.1418,0,-363770.2414,-363770.2414,0.0,613273.7614,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,9.5556,9.5556,103300.8005,405460.5006,53764.3292,402104.5409,494.0524,103300.8005,405460.5006,0,145485.1121,494.0524
401,401,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,30,0.8,0.9,0,-160915.1418,0,-312446.3556,-312446.3556,0.0,613273.7614,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,9.5556,9.5556,103300.8005,405460.5006,53764.3292,402104.5409,494.0524,103300.8005,405460.5006,0,196808.9979,494.0524
402,402,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,35,0.8,0.9,0,-160915.1418,0,-268818.7387,-268818.7387,0.0,613273.7614,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,9.5556,9.5556,103300.8005,405460.5006,53764.3292,402104.5409,494.0524,103300.8005,405460.5006,7696.2688,248132.8836,494.0524
403,403,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,40,0.8,0.9,0,-160915.1418,0,-232808.5816,-232808.5816,0.0,613273.7614,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,9.5556,9.5556,103300.8005,405460.5006,53764.3292,402104.5409,494.0524,103300.8005,405460.5006,23009.9974,299456.7694,494.0524
404,404,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,45,0.8,0.9,0,-160915.1418,0,-196861.8617,-196861.8617,0.0,613273.7614,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,9.5556,9.5556,103300.8005,405460.5006,53764.3292,402104.5409,494.0524,103300.8005,405460.5006,38387.1633,350780.6551,494.0524
405,405,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,50,0.8,0.9,0,-160915.1418,0,-160915.1418,-160915.1418,0.0,613273.7614,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,9.5556,9.5556,103300.8005,405460.5006,53764.3292,402104.5409,494.0524,103300.8005,405460.5006,53764.3292,402104.5409,494.0524
406,406,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,55,0.8,0.9,0,-160915.1418,0,-124968.4219,-124968.4219,0.0,613273.7614,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,9.5556,9.5556,103300.8005,405460.5006,53764.3292,402104.5409,494.0524,103300.8005,405460.5006,69141.495,453428.4266,494.0524
407,407,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,60,0.8,0.9,0,-160915.1418,0,-89025.0124,-89025.0124,0.0,613273.7614,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,9.5556,9.5556,103300.8005,405460.5006,53764.3292,402104.5409,494.0524,103300.8005,405460.5006,84521.9713,504752.3124,494.0524
408,408,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,25,0.8,0.9,0,-126570.0357,0,-346028.1545,-346028.1545,0.0,613273.7614,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,9.5556,9.5556,103300.8005,405460.5006,68456.3622,451141.68,494.0524,103300.8005,405460.5006,0,163227.199,494.0524
409,409,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,30,0.8,0.9,0,-126570.0357,0,-288945.0395,-288945.0395,0.0,613273.7614,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,9.5556,9.5556,103300.8005,405460.5006,68456.3622,451141.68,494.0524,103300.8005,405460.5006,499.7812,220810.0952,494.0524
410,410,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,35,0.8,0.9,0,-126570.0357,0,-247561.4343,-247561.4343,0.0,613273.7614,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,9.5556,9.5556,103300.8005,405460.5006,68456.3622,451141.68,494.0524,103300.8005,405460.5006,16699.0722,278392.9914,494.0524
411,411,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,40,0.8,0.9,0,-126570.0357,0,-207230.9681,-207230.9681,0.0,613273.7614,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,9.5556,9.5556,103300.8005,405460.5006,68456.3622,451141.68,494.0524,103300.8005,405460.5006,33951.5022,335975.8876,494.0524
412,412,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,45,0.8,0.9,0,-126570.0357,0,-166900.5019,-166900.5019,0.0,613273.7614,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,9.5556,9.5556,103300.8005,405460.5006,68456.3622,451141.68,494.0524,103300.8005,405460.5006,51203.9322,393558.7838,494.0524
413,413,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,50,0.8,0.9,0,-126570.0357,0,-126570.0357,-126570.0357,0.0,613273.7614,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,9.5556,9.5556,103300.8005,405460.5006,68456.3622,451141.68,494.0524,103300.8005,405460.5006,68456.3622,451141.68,494.0524
414,414,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,55,0.8,0.9,0,-126570.0357,0,-86243.9717,-86243.9717,0.0,613273.7614,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,9.5556,9.5556,103300.8005,405460.5006,68456.3622,451141.68,494.0524,103300.8005,405460.5006,85713.1944,508724.5762,494.0524
415,415,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,60,0.8,0.9,0,-126570.0357,0,-45929.333,-45929.333,0.14070926402122474,613273.7614,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,9.5556,9.5556,103300.8005,405460.5006,68456.3622,451141.68,494.0524,103300.8005,405460.5006,102981.4519,566307.4724,494.0524
416,416,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,25,0.8,0.8,0,-119791.0696,0,-318664.1799,-318664.1799,0.0,545132.2323,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,8.4938,8.4938,103300.8005,360409.3339,57746.3184,402104.5409,439.1576,103300.8005,360409.3339,0,145485.1121,439.1576
417,417,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,30,0.8,0.8,0,-119791.0696,0,-267340.2942,-267340.2942,0.0,545132.2323,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,8.4938,8.4938,103300.8005,360409.3339,57746.3184,402104.5409,439.1576,103300.8005,360409.3339,0,196808.9979,439.1576
418,418,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,35,0.8,0.8,0,-119791.0696,0,-227665.0667,-227665.0667,0.0,545132.2323,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,8.4938,8.4938,103300.8005,360409.3339,57746.3184,402104.5409,439.1576,103300.8005,360409.3339,11648.6583,248132.8836,439.1576
419,419,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,40,0.8,0.8,0,-119791.0696,0,-191684.5093,-191684.5093,0.0,545132.2323,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,8.4938,8.4938,103300.8005,360409.3339,57746.3184,402104.5409,439.1576,103300.8005,360409.3339,26991.9867,299456.7694,439.1576
420,420,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,45,0.8,0.8,0,-119791.0696,0,-155737.7895,-155737.7895,0.0,545132.2323,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,8.4938,8.4938,103300.8005,360409.3339,57746.3184,402104.5409,439.1576,103300.8005,360409.3339,42369.1525,350780.6551,439.1576
421,421,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,50,0.8,0.8,0,-119791.0696,0,-119791.0696,-119791.0696,0.0,545132.2323,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,8.4938,8.4938,103300.8005,360409.3339,57746.3184,402104.5409,439.1576,103300.8005,360409.3339,57746.3184,402104.5409,439.1576
422,422,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,55,0.8,0.8,0,-119791.0696,0,-83844.3497,-83844.3497,0.0,545132.2323,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,8.4938,8.4938,103300.8005,360409.3339,57746.3184,402104.5409,439.1576,103300.8005,360409.3339,73123.4843,453428.4266,439.1576
423,423,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,0,60,0.8,0.8,0,-119791.0696,0,-47904.5845,-47904.5845,0.1126581752914588,545132.2323,0,528500.173,0.0,51.37781110400001,51.37781110400001,0.0,51.37781110400001,51.37781110400001,2055.0,2055.0,8.4331,8.4331,8.4938,8.4938,103300.8005,360409.3339,57746.3184,402104.5409,439.1576,103300.8005,360409.3339,88507.6048,504752.3124,439.1576
424,424,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,25,0.8,0.8,0,-85445.9634,0,-300922.0931,-300922.0931,0.0,545132.2323,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,8.4938,8.4938,103300.8005,360409.3339,72438.3514,451141.68,439.1576,103300.8005,360409.3339,0,163227.199,439.1576
425,425,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,30,0.8,0.8,0,-85445.9634,0,-246987.5035,-246987.5035,0.0,545132.2323,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,8.4938,8.4938,103300.8005,360409.3339,72438.3514,451141.68,439.1576,103300.8005,360409.3339,3648.3067,220810.0952,439.1576
426,426,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,35,0.8,0.8,0,-85445.9634,0,-206437.3621,-206437.3621,0.0,545132.2323,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,8.4938,8.4938,103300.8005,360409.3339,72438.3514,451141.68,439.1576,103300.8005,360409.3339,20681.0614,278392.9914,439.1576
427,427,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,40,0.8,0.8,0,-85445.9634,0,-166106.8958,-166106.8958,0.0,545132.2323,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,8.4938,8.4938,103300.8005,360409.3339,72438.3514,451141.68,439.1576,103300.8005,360409.3339,37933.4914,335975.8876,439.1576
428,428,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,45,0.8,0.8,0,-85445.9634,0,-125776.4296,-125776.4296,0.0,545132.2323,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,8.4938,8.4938,103300.8005,360409.3339,72438.3514,451141.68,439.1576,103300.8005,360409.3339,55185.9214,393558.7838,439.1576
429,429,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,50,0.8,0.8,0,-85445.9634,0,-85445.9634,-85445.9634,0.0,545132.2323,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,8.4938,8.4938,103300.8005,360409.3339,72438.3514,451141.68,439.1576,103300.8005,360409.3339,72438.3514,451141.68,439.1576
430,430,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,55,0.8,0.8,0,-85445.9634,0,-45123.5438,-45123.5438,0.12367971982028599,545132.2323,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,8.4938,8.4938,103300.8005,360409.3339,72438.3514,451141.68,439.1576,103300.8005,360409.3339,89698.8279,508724.5762,439.1576
431,431,GIRASOL,1,77246-3-01-00 EXPANSION GIRASOL SF ICV,1,60,0.8,0.8,0,-85445.9634,0,-4808.9051,-4808.9051,0.2834506916904361,545132.2323,0,528500.173,0.0,57.643397824000004,57.643397824000004,0.0,57.643397824000004,57.643397824000004,2055.0,2055.0,8.4331,8.4331,8.4938,8.4938,103300.8005,360409.3339,72438.3514,451141.68,439.1576,103300.8005,360409.3339,106967.0854,566307.4724,439.1576
432,432,NARE UNDER RIVER,1,44670-3-01-00 EXPANSION UNDERRIVER SF ICV,0,25,1,1,0,-309453.4036,0,0,0,0.0,541396.3584,0,509882.8303,0.0,0.0,0.0,0.0,8.355648792000002,8.355648792000002,2041.0,2020.0,26.3959,0,51.3523,0,75677.4791,324176.7337,0,92736.1364,2335.3272,0,0,0,0,0
433,433,NARE UNDER RIVER,1,44670-3-01-00 EXPANSION UNDERRIVER SF ICV,0,30,1,1,0,-309453.4036,0,0,0,0.0,541396.3584,0,509882.8303,0.0,0.0,0.0,0.0,8.355648792000002,8.355648792000002,2041.0,2020.0,26.3959,0,51.3523,0,75677.4791,324176.7337,0,92736.1364,2335.3272,0,0,0,0,0
434,434,NARE UNDER RIVER,1,44670-3-01-00 EXPANSION UNDERRIVER SF ICV,0,35,1,1,0,-309453.4036,0,0,0,0.0,541396.3584,0,509882.8303,0.0,0.0,0.0,0.0,8.355648792000002,8.355648792000002,2041.0,2020.0,26.3959,0,51.3523,0,75677.4791,324176.7337,0,92736.1364,2335.3272,0,0,0,0,0
435,435,NARE UNDER RIVER,1,44670-3-01-00 EXPANSION UNDERRIVER SF ICV,0,40,1,1,0,-309453.4036,0,0,0,0.0,541396.3584,0,509882.8303,0.0,0.0,0.0,0.0,8.355648792000002,8.355648792000002,2041.0,2020.0,26.3959,0,51.3523,0,75677.4791,324176.7337,0,92736.1364,2335.3272,0,0,0,0,0
