,ID,campo,lst_v,cod_list,reg,E_Brent,opex_pc,capex_pb,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
142,142,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,55,0.8,0.8,0,-1159488.1023,0,-1041487.3061,-1041487.3061,0.0,3448477.0887,0,2552854.7167,0.0,116.46891313473999,116.46891313473999,0.0,116.46891313473999,116.46891313473999,2054.0,2054.0,20.1653,20.1653,26.6661,26.6661,489505.2398,1735116.4071,9111.0688,1076955.4245,2710.8111,489505.2398,1735116.4071,21344.3025,1207189.4544,2710.8111
143,143,MORICHE,1,39384-3-01-00 MORICHE EXPANSION ICV,1,60,0.8,0.8,0,-1159488.1023,0,-934710.7084,-934710.7084,0.0,3448477.0887,0,2552854.7167,0.0,116.46891313473999,116.46891313473999,0.0,116.46891313473999,116.46891313473999,2054.0,2054.0,20.1653,20.1653,26.6661,26.6661,489505.2398,1735116.4071,9111.0688,1076955.4245,2710.8111,489505.2398,1735116.4071,44801.7347,1337423.4843,2710.8111
144,144,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,25,1,1,0,-164276.7597,0,-296674.4904,-296674.4904,0.0,517025.0891,0,413306.0238,0.0,19.029021664,19.029021664,0.0,28.572177707999998,28.572177707999998,2055.0,2042.0,13.2942,11.9329,15.8472,23.7946,82156.3287,307824.7689,18103.4191,244651.3266,843.5695,71141.0967,307824.7689,0,85203.606,2912.2309
145,145,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,30,1,1,0,-164276.7597,0,-265485.0562,-265485.0562,0.0,517025.0891,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,15.8472,15.8472,82156.3287,307824.7689,18103.4191,244651.3266,843.5695,82156.3287,307824.7689,0,125339.611,843.5695
146,146,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,35,1,1,0,-164276.7597,0,-235657.1273,-235657.1273,0.0,517025.0891,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,15.8472,15.8472,82156.3287,307824.7689,18103.4191,244651.3266,843.5695,82156.3287,307824.7689,0,155167.5399,843.5695
147,147,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,40,1,1,0,-164276.7597,0,-207530.5647,-207530.5647,0.0,517025.0891,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,15.8472,15.8472,82156.3287,307824.7689,18103.4191,244651.3266,843.5695,82156.3287,307824.7689,1701.3662,184995.4688,843.5695
148,148,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,45,1,1,0,-164276.7597,0,-185276.3153,-185276.3153,0.0,517025.0891,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,15.8472,15.8472,82156.3287,307824.7689,18103.4191,244651.3266,843.5695,82156.3287,307824.7689,9275.0457,214823.3977,843.5695
149,149,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,50,1,1,0,-164276.7597,0,-164276.7597,-164276.7597,0.0,517025.0891,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,15.8472,15.8472,82156.3287,307824.7689,18103.4191,244651.3266,843.5695,82156.3287,307824.7689,18103.4191,244651.3266,843.5695
150,150,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,55,1,1,0,-164276.7597,0,-143341.0019,-143341.0019,0.0,517025.0891,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,15.8472,15.8472,82156.3287,307824.7689,18103.4191,244651.3266,843.5695,82156.3287,307824.7689,26995.5902,274479.2555,843.5695
151,151,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,60,1,1,0,-164276.7597,0,-122419.3024,-122419.3024,0.0,517025.0891,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,15.8472,15.8472,82156.3287,307824.7689,18103.4191,244651.3266,843.5695,82156.3287,307824.7689,35901.8196,304307.1844,843.5695
152,152,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,25,1,1,0,-164276.7597,0,-296674.4904,-296674.4904,0.0,517025.0891,0,413306.0238,0.0,19.029021664,19.029021664,0.0,28.572177707999998,28.572177707999998,2055.0,2042.0,13.2942,11.9329,15.8472,23.7946,82156.3287,307824.7689,18103.4191,244651.3266,843.5695,71141.0967,307824.7689,0,85203.606,2912.2309
153,153,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,30,1,1,0,-164276.7597,0,-265485.0562,-265485.0562,0.0,517025.0891,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,15.8472,15.8472,82156.3287,307824.7689,18103.4191,244651.3266,843.5695,82156.3287,307824.7689,0,125339.611,843.5695
154,154,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,35,1,1,0,-164276.7597,0,-235657.1273,-235657.1273,0.0,517025.0891,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,15.8472,15.8472,82156.3287,307824.7689,18103.4191,244651.3266,843.5695,82156.3287,307824.7689,0,155167.5399,843.5695
155,155,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,40,1,1,0,-164276.7597,0,-207530.5647,-207530.5647,0.0,517025.0891,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,15.8472,15.8472,82156.3287,307824.7689,18103.4191,244651.3266,843.5695,82156.3287,307824.7689,1701.3662,184995.4688,843.5695
156,156,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,45,1,1,0,-164276.7597,0,-185276.3153,-185276.3153,0.0,517025.0891,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,15.8472,15.8472,82156.3287,307824.7689,18103.4191,244651.3266,843.5695,82156.3287,307824.7689,9275.0457,214823.3977,843.5695
157,157,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,50,1,1,0,-164276.7597,0,-164276.7597,-164276.7597,0.0,517025.0891,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,15.8472,15.8472,82156.3287,307824.7689,18103.4191,244651.3266,843.5695,82156.3287,307824.7689,18103.4191,244651.3266,843.5695
158,158,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,55,1,1,0,-164276.7597,0,-143341.0019,-143341.0019,0.0,517025.0891,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,15.8472,15.8472,82156.3287,307824.7689,18103.4191,244651.3266,843.5695,82156.3287,307824.7689,26995.5902,274479.2555,843.5695
159,159,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,60,1,1,0,-164276.7597,0,-122419.3024,-122419.3024,0.0,517025.0891,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,15.8472,15.8472,82156.3287,307824.7689,18103.4191,244651.3266,843.5695,82156.3287,307824.7689,35901.8196,304307.1844,843.5695
160,160,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,25,1,0.9,0,-136472.704,0,-265600.7905,-265600.7905,0.0,465322.5802,0,413306.0238,0.0,19.029021664,19.029021664,0.0,28.572177707999998,28.572177707999998,2055.0,2042.0,13.2942,11.9329,14.2625,21.4152,82156.3287,277042.292,21166.1972,244651.3266,759.2126,71141.0967,277042.292,0,85203.606,2621.0078
161,161,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,30,1,0.9,0,-136472.704,0,-234618.2224,-234618.2224,0.0,465322.5802,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,14.2625,14.2625,82156.3287,277042.292,21166.1972,244651.3266,759.2126,82156.3287,277042.292,0,125339.611,759.2126
162,162,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,35,1,0.9,0,-136472.704,0,-204790.2935,-204790.2935,0.0,465322.5802,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,14.2625,14.2625,82156.3287,277042.292,21166.1972,244651.3266,759.2126,82156.3287,277042.292,0,155167.5399,759.2126
163,163,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,40,1,0.9,0,-136472.704,0,-178932.9801,-178932.9801,0.0,465322.5802,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,14.2625,14.2625,82156.3287,277042.292,21166.1972,244651.3266,759.2126,82156.3287,277042.292,3970.6156,184995.4688,759.2126
164,164,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,45,1,0.9,0,-136472.704,0,-157436.0544,-157436.0544,0.0,465322.5802,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,14.2625,14.2625,82156.3287,277042.292,21166.1972,244651.3266,759.2126,82156.3287,277042.292,12301.6187,214823.3977,759.2126
165,165,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,50,1,0.9,0,-136472.704,0,-136472.704,-136472.704,0.0,465322.5802,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,14.2625,14.2625,82156.3287,277042.292,21166.1972,244651.3266,759.2126,82156.3287,277042.292,21166.1972,244651.3266,759.2126
166,166,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,55,1,0.9,0,-136472.704,0,-115536.9462,-115536.9462,0.0,465322.5802,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,14.2625,14.2625,82156.3287,277042.292,21166.1972,244651.3266,759.2126,82156.3287,277042.292,30058.3683,274479.2555,759.2126
167,167,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,60,1,0.9,0,-136472.704,0,-94631.326,-94631.326,0.0,465322.5802,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,14.2625,14.2625,82156.3287,277042.292,21166.1972,244651.3266,759.2126,82156.3287,277042.292,38980.677,304307.1844,759.2126
168,168,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,25,1,0.9,0,-136472.704,0,-265600.7905,-265600.7905,0.0,465322.5802,0,413306.0238,0.0,19.029021664,19.029021664,0.0,28.572177707999998,28.572177707999998,2055.0,2042.0,13.2942,11.9329,14.2625,21.4152,82156.3287,277042.292,21166.1972,244651.3266,759.2126,71141.0967,277042.292,0,85203.606,2621.0078
169,169,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,30,1,0.9,0,-136472.704,0,-234618.2224,-234618.2224,0.0,465322.5802,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,14.2625,14.2625,82156.3287,277042.292,21166.1972,244651.3266,759.2126,82156.3287,277042.292,0,125339.611,759.2126
170,170,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,35,1,0.9,0,-136472.704,0,-204790.2935,-204790.2935,0.0,465322.5802,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,14.2625,14.2625,82156.3287,277042.292,21166.1972,244651.3266,759.2126,82156.3287,277042.292,0,155167.5399,759.2126
171,171,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,40,1,0.9,0,-136472.704,0,-178932.9801,-178932.9801,0.0,465322.5802,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,14.2625,14.2625,82156.3287,277042.292,21166.1972,244651.3266,759.2126,82156.3287,277042.292,3970.6156,184995.4688,759.2126
172,172,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,45,1,0.9,0,-136472.704,0,-157436.0544,-157436.0544,0.0,465322.5802,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,14.2625,14.2625,82156.3287,277042.292,21166.1972,244651.3266,759.2126,82156.3287,277042.292,12301.6187,214823.3977,759.2126
173,173,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,50,1,0.9,0,-136472.704,0,-136472.704,-136472.704,0.0,465322.5802,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,14.2625,14.2625,82156.3287,277042.292,21166.1972,244651.3266,759.2126,82156.3287,277042.292,21166.1972,244651.3266,759.2126
174,174,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,55,1,0.9,0,-136472.704,0,-115536.9462,-115536.9462,0.0,465322.5802,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,14.2625,14.2625,82156.3287,277042.292,21166.1972,244651.3266,759.2126,82156.3287,277042.292,30058.3683,274479.2555,759.2126
175,175,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,60,1,0.9,0,-136472.704,0,-94631.326,-94631.326,0.0,465322.5802,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,14.2625,14.2625,82156.3287,277042.292,21166.1972,244651.3266,759.2126,82156.3287,277042.292,38980.677,304307.1844,759.2126
176,176,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,25,1,0.8,0,-108668.6483,0,-234527.0905,-234527.0905,0.0,413620.0712,0,413306.0238,0.0,19.029021664,19.029021664,0.0,28.572177707999998,28.572177707999998,2055.0,2042.0,13.2942,11.9329,12.6778,19.0357,82156.3287,246259.8152,24228.9754,244651.3266,674.8556,71141.0967,246259.8152,0,85203.606,2329.7847
177,177,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,30,1,0.8,0,-108668.6483,0,-203751.3885,-203751.3885,0.0,413620.0712,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,12.6778,12.6778,82156.3287,246259.8152,24228.9754,244651.3266,674.8556,82156.3287,246259.8152,0,125339.611,674.8556
178,178,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,35,1,0.8,0,-108668.6483,0,-173937.5408,-173937.5408,0.0,413620.0712,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,12.6778,12.6778,82156.3287,246259.8152,24228.9754,244651.3266,674.8556,82156.3287,246259.8152,14.0811,155167.5399,674.8556
179,179,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,40,1,0.8,0,-108668.6483,0,-150729.2439,-150729.2439,0.0,413620.0712,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,12.6778,12.6778,82156.3287,246259.8152,24228.9754,244651.3266,674.8556,82156.3287,246259.8152,6633.7131,184995.4688,674.8556
180,180,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,45,1,0.8,0,-108668.6483,0,-129604.4061,-129604.4061,0.0,413620.0712,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,12.6778,12.6778,82156.3287,246259.8152,24228.9754,244651.3266,674.8556,82156.3287,246259.8152,15336.8043,214823.3977,674.8556
181,181,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,50,1,0.8,0,-108668.6483,0,-108668.6483,-108668.6483,0.0,413620.0712,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,12.6778,12.6778,82156.3287,246259.8152,24228.9754,244651.3266,674.8556,82156.3287,246259.8152,24228.9754,244651.3266,674.8556
182,182,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,55,1,0.8,0,-108668.6483,0,-87732.8905,-87732.8905,0.0,413620.0712,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,12.6778,12.6778,82156.3287,246259.8152,24228.9754,244651.3266,674.8556,82156.3287,246259.8152,33121.1465,274479.2555,674.8556
183,183,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,60,1,0.8,0,-108668.6483,0,-66843.3496,-66843.3496,0.0,413620.0712,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,12.6778,12.6778,82156.3287,246259.8152,24228.9754,244651.3266,674.8556,82156.3287,246259.8152,42059.5345,304307.1844,674.8556
184,184,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,25,1,0.8,0,-108668.6483,0,-234527.0905,-234527.0905,0.0,413620.0712,0,413306.0238,0.0,19.029021664,19.029021664,0.0,28.572177707999998,28.572177707999998,2055.0,2042.0,13.2942,11.9329,12.6778,19.0357,82156.3287,246259.8152,24228.9754,244651.3266,674.8556,71141.0967,246259.8152,0,85203.606,2329.7847
185,185,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,30,1,0.8,0,-108668.6483,0,-203751.3885,-203751.3885,0.0,413620.0712,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,12.6778,12.6778,82156.3287,246259.8152,24228.9754,244651.3266,674.8556,82156.3287,246259.8152,0,125339.611,674.8556
186,186,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,35,1,0.8,0,-108668.6483,0,-173937.5408,-173937.5408,0.0,413620.0712,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,12.6778,12.6778,82156.3287,246259.8152,24228.9754,244651.3266,674.8556,82156.3287,246259.8152,14.0811,155167.5399,674.8556
187,187,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,40,1,0.8,0,-108668.6483,0,-150729.2439,-150729.2439,0.0,413620.0712,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,12.6778,12.6778,82156.3287,246259.8152,24228.9754,244651.3266,674.8556,82156.3287,246259.8152,6633.7131,184995.4688,674.8556
188,188,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,45,1,0.8,0,-108668.6483,0,-129604.4061,-129604.4061,0.0,413620.0712,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,12.6778,12.6778,82156.3287,246259.8152,24228.9754,244651.3266,674.8556,82156.3287,246259.8152,15336.8043,214823.3977,674.8556
189,189,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,50,1,0.8,0,-108668.6483,0,-108668.6483,-108668.6483,0.0,413620.0712,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,12.6778,12.6778,82156.3287,246259.8152,24228.9754,244651.3266,674.8556,82156.3287,246259.8152,24228.9754,244651.3266,674.8556
190,190,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,55,1,0.8,0,-108668.6483,0,-87732.8905,-87732.8905,0.0,413620.0712,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,12.6778,12.6778,82156.3287,246259.8152,24228.9754,244651.3266,674.8556,82156.3287,246259.8152,33121.1465,274479.2555,674.8556
191,191,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,60,1,0.8,0,-108668.6483,0,-66843.3496,-66843.3496,0.0,413620.0712,0,413306.0238,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,13.2942,13.2942,12.6778,12.6778,82156.3287,246259.8152,24228.9754,244651.3266,674.8556,82156.3287,246259.8152,42059.5345,304307.1844,674.8556
192,192,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,25,0.9,1,0,-158481.4446,0,-287646.0113,-287646.0113,0.0,517025.0891,0,371975.4214,0.0,24.805322900000004,24.805322900000004,0.0,28.572177707999998,28.572177707999998,2055.0,2049.0,11.9647,11.4567,15.8472,18.2537,73940.6959,307824.7689,20523.7368,244651.3266,843.5695,71096.1254,307824.7689,0,92769.3179,1494.4349
193,193,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,30,0.9,1,0,-158481.4446,0,-257269.4234,-257269.4234,0.0,517025.0891,0,371975.4214,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,11.9647,11.9647,15.8472,15.8472,73940.6959,307824.7689,20523.7368,244651.3266,843.5695,73940.6959,307824.7689,0,125339.611,843.5695
194,194,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,35,0.9,1,0,-158481.4446,0,-227441.4945,-227441.4945,0.0,517025.0891,0,371975.4214,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,11.9647,11.9647,15.8472,15.8472,73940.6959,307824.7689,20523.7368,244651.3266,843.5695,73940.6959,307824.7689,0,155167.5399,843.5695
195,195,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,40,0.9,1,0,-158481.4446,0,-200949.2665,-200949.2665,0.0,517025.0891,0,371975.4214,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,11.9647,11.9647,15.8472,15.8472,73940.6959,307824.7689,20523.7368,244651.3266,843.5695,73940.6959,307824.7689,3335.7009,184995.4688,843.5695
196,196,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,45,0.9,1,0,-158481.4446,0,-179435.0807,-179435.0807,0.0,517025.0891,0,371975.4214,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,11.9647,11.9647,15.8472,15.8472,73940.6959,307824.7689,20523.7368,244651.3266,843.5695,73940.6959,307824.7689,11649.444,214823.3977,843.5695
197,197,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,50,0.9,1,0,-158481.4446,0,-158481.4446,-158481.4446,0.0,517025.0891,0,371975.4214,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,11.9647,11.9647,15.8472,15.8472,73940.6959,307824.7689,20523.7368,244651.3266,843.5695,73940.6959,307824.7689,20523.7368,244651.3266,843.5695
198,198,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,55,0.9,1,0,-158481.4446,0,-137545.6868,-137545.6868,0.0,517025.0891,0,371975.4214,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,11.9647,11.9647,15.8472,15.8472,73940.6959,307824.7689,20523.7368,244651.3266,843.5695,73940.6959,307824.7689,29415.9079,274479.2555,843.5695
199,199,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,0,60,0.9,1,0,-158481.4446,0,-116654.4264,-116654.4264,0.0,517025.0891,0,371975.4214,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,11.9647,11.9647,15.8472,15.8472,73940.6959,307824.7689,20523.7368,244651.3266,843.5695,73940.6959,307824.7689,38352.5765,304307.1844,843.5695
200,200,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,25,0.9,1,0,-158481.4446,0,-287646.0113,-287646.0113,0.0,517025.0891,0,371975.4214,0.0,24.805322900000004,24.805322900000004,0.0,28.572177707999998,28.572177707999998,2055.0,2049.0,11.9647,11.4567,15.8472,18.2537,73940.6959,307824.7689,20523.7368,244651.3266,843.5695,71096.1254,307824.7689,0,92769.3179,1494.4349
201,201,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,30,0.9,1,0,-158481.4446,0,-257269.4234,-257269.4234,0.0,517025.0891,0,371975.4214,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,11.9647,11.9647,15.8472,15.8472,73940.6959,307824.7689,20523.7368,244651.3266,843.5695,73940.6959,307824.7689,0,125339.611,843.5695
202,202,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,35,0.9,1,0,-158481.4446,0,-227441.4945,-227441.4945,0.0,517025.0891,0,371975.4214,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,11.9647,11.9647,15.8472,15.8472,73940.6959,307824.7689,20523.7368,244651.3266,843.5695,73940.6959,307824.7689,0,155167.5399,843.5695
203,203,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,40,0.9,1,0,-158481.4446,0,-200949.2665,-200949.2665,0.0,517025.0891,0,371975.4214,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,11.9647,11.9647,15.8472,15.8472,73940.6959,307824.7689,20523.7368,244651.3266,843.5695,73940.6959,307824.7689,3335.7009,184995.4688,843.5695
204,204,ABARCO,1,103591-3-01-00 ABARCO EXPANSION SF ICV,1,45,0.9,1,0,-158481.4446,0,-179435.0807,-179435.0807,0.0,517025.0891,0,371975.4214,0.0,28.572177707999998,28.572177707999998,0.0,28.572177707999998,28.572177707999998,2055.0,2055.0,11.9647,11.9647,15.8472,15.8472,73940.6959,307824.7689,20523.7368,244651.3266,843.5695,73940.6959,307824.7689,11649.444,214823.3977,843.5695
